index,Question,Segment Type,Segment Description,Answer,Count,Percentage
1053,What social platform has influenced your online shopping most?,Custom,you vote for? Gary Johnson,Twitter,16,0.063
1054,What social platform has influenced your online shopping most?,Custom,you vote for? Gary Johnson,None,113,0.441
1055,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Confused,Facebook,13,0.277
1056,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Confused,Instagram,18,0.383
1057,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Confused,Snapchat,1,0.021
1058,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Confused,Twitter,2,0.043
1059,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Confused,None,13,0.277
1060,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Bi,Facebook,17,0.205
1061,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Bi,Instagram,35,0.422
1062,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Bi,Snapchat,2,0.024
1063,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Bi,Twitter,7,0.084
1064,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Bi,None,22,0.265
1065,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Gay,Facebook,5,0.227
1066,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Gay,Instagram,4,0.182
1067,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Gay,Snapchat,1,0.045
1068,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Gay,Twitter,2,0.091
1069,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Gay,None,10,0.455
1070,What social platform has influenced your online shopping most?,Custom,in Greek life? No but I wanna be...,Facebook,53,0.22
1071,What social platform has influenced your online shopping most?,Custom,in Greek life? No but I wanna be...,Instagram,78,0.324
1072,What social platform has influenced your online shopping most?,Custom,in Greek life? No but I wanna be...,Snapchat,12,0.05
1073,What social platform has influenced your online shopping most?,Custom,in Greek life? No but I wanna be...,Twitter,19,0.079
1074,What social platform has influenced your online shopping most?,Custom,in Greek life? No but I wanna be...,None,79,0.328
1075,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),Facebook,5,0.057
1076,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),Instagram,33,0.375
1077,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),Snapchat,2,0.023
1078,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),Twitter,3,0.034
1079,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),None,45,0.511
1080,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),Facebook,11,0.131
1081,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),Instagram,26,0.31
1082,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),Snapchat,2,0.024
1083,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),Twitter,11,0.131
1084,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),None,34,0.405
1085,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Facebook,14,0.132
1086,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Instagram,29,0.274
1087,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Snapchat,4,0.038
1088,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Twitter,10,0.094
1089,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),None,49,0.462
1090,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Facebook,14,0.167
1091,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Instagram,30,0.357
1092,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Snapchat,1,0.012
1093,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Twitter,6,0.071
1094,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),None,33,0.393
1095,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Facebook,18,0.135
1096,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Instagram,40,0.301
1097,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Snapchat,8,0.06
1098,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Twitter,8,0.06
1099,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),None,59,0.444
1100,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Facebook,16,0.188
1101,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Instagram,26,0.306
1102,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Snapchat,2,0.024
1103,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Twitter,6,0.071
1104,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Leo (Jul 23 - Aug 22),None,35,0.412
1105,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Facebook,13,0.127
1106,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Instagram,28,0.275
1107,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Snapchat,3,0.029
1108,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Twitter,12,0.118
1109,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),None,46,0.451
1110,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),Facebook,12,0.133
1111,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),Instagram,36,0.4
1112,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),Snapchat,2,0.022
1113,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),Twitter,6,0.067
1114,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Gemini (May 21 - Jun 20),None,34,0.378
1115,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),Facebook,23,0.235
1116,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),Instagram,27,0.276
1117,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),Snapchat,2,0.02
1118,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),Twitter,7,0.071
1119,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Taurus (Apr 20 - May 20),None,39,0.398
1120,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Facebook,19,0.184
1121,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Instagram,32,0.311
1122,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Snapchat,7,0.068
1123,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Twitter,9,0.087
1124,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aries (Mar 21 - Apr 19),None,36,0.35
1125,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Facebook,12,0.14
1126,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Instagram,27,0.314
1127,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Snapchat,1,0.012
1128,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Twitter,5,0.058
1129,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),None,41,0.477
1130,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Facebook,25,0.243
1131,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Instagram,26,0.252
1132,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Snapchat,2,0.019
1133,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Twitter,6,0.058
1134,What social platform has influenced your online shopping most?,Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),None,44,0.427
1135,What social platform has influenced your online shopping most?,Custom,grow up speaking? English,Facebook,167,0.16
1136,What social platform has influenced your online shopping most?,Custom,grow up speaking? English,Instagram,321,0.307
1137,What social platform has influenced your online shopping most?,Custom,grow up speaking? English,Snapchat,38,0.036
1138,What social platform has influenced your online shopping most?,Custom,grow up speaking? English,Twitter,76,0.073
1139,What social platform has influenced your online shopping most?,Custom,grow up speaking? English,None,443,0.424
1140,What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",Facebook,198,0.214
1141,What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",Instagram,299,0.323
1142,What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",Snapchat,37,0.04
1143,What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",Twitter,68,0.073
1144,What social platform has influenced your online shopping most?,Custom,"have a job? Nope, and not looking for one",None,325,0.351
1145,What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,Facebook,37,0.308
1146,What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,Instagram,40,0.333
1147,What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,Snapchat,2,0.017
1148,What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,Twitter,6,0.05
1149,What social platform has influenced your online shopping most?,Custom,What's your major? Comm / marketing,None,35,0.292
1150,What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,Facebook,80,0.175
1151,What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,Instagram,150,0.329
1152,What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,Snapchat,15,0.033
1153,What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,Twitter,33,0.072
1154,What social platform has influenced your online shopping most?,Custom,are you pursuing? Undecided,None,178,0.39
1155,What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,Facebook,180,0.227
1156,What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,Instagram,291,0.366
1157,What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,Snapchat,18,0.023
1158,What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,Twitter,47,0.059
1159,What social platform has influenced your online shopping most?,Custom,are you pursuing? Humanities,None,258,0.325
1160,What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,Facebook,45,0.238
1161,What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,Instagram,58,0.307
1162,What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,Snapchat,6,0.032
1163,What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,Twitter,8,0.042
1164,What social platform has influenced your online shopping most?,Custom,do per month? About 1 hour,None,72,0.381
1165,What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,Facebook,43,0.204
1166,What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,Instagram,74,0.351
1167,What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,Snapchat,4,0.019
1168,What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,Twitter,20,0.095
1169,What social platform has influenced your online shopping most?,Custom,do per month? Less than an hour,None,70,0.332
1170,What social platform has influenced your online shopping most?,Custom,closely identify as? Other,Facebook,20,0.217
1171,What social platform has influenced your online shopping most?,Custom,closely identify as? Other,Instagram,34,0.37
1172,What social platform has influenced your online shopping most?,Custom,closely identify as? Other,Snapchat,3,0.033
1173,What social platform has influenced your online shopping most?,Custom,closely identify as? Other,Twitter,1,0.011
1174,What social platform has influenced your online shopping most?,Custom,closely identify as? Other,None,34,0.37
1175,What social platform has influenced your online shopping most?,Custom,closely identify as? Native American,Facebook,2,0.154
1176,What social platform has influenced your online shopping most?,Custom,closely identify as? Native American,Instagram,6,0.462
1177,What social platform has influenced your online shopping most?,Custom,closely identify as? Native American,Snapchat,0,0.0
1178,What social platform has influenced your online shopping most?,Custom,closely identify as? Native American,Twitter,2,0.154
1179,What social platform has influenced your online shopping most?,Custom,closely identify as? Native American,None,3,0.231
1180,What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,Facebook,186,0.223
1181,What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,Instagram,291,0.349
1182,What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,Snapchat,19,0.023
1183,What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,Twitter,54,0.065
1184,What social platform has influenced your online shopping most?,Custom,What's your leaning? Liberal 🔷,None,284,0.341
1185,What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,Facebook,144,0.196
1186,What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,Instagram,241,0.327
1187,What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,Snapchat,27,0.037
1188,What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,Twitter,60,0.082
1189,What social platform has influenced your online shopping most?,Custom,What's your leaning? Conservative 🐘,None,264,0.359
1190,What social platform has influenced your online shopping most?,Custom,I'm in? Other,Facebook,3,0.158
1191,What social platform has influenced your online shopping most?,Custom,I'm in? Other,Instagram,6,0.316
1192,What social platform has influenced your online shopping most?,Custom,I'm in? Other,Snapchat,2,0.105
1193,What social platform has influenced your online shopping most?,Custom,I'm in? Other,Twitter,0,0.0
1194,What social platform has influenced your online shopping most?,Custom,I'm in? Other,None,8,0.421
1195,What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,Facebook,7,0.171
1196,What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,Instagram,13,0.317
1197,What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,Snapchat,4,0.098
1198,What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,Twitter,3,0.073
1199,What social platform has influenced your online shopping most?,Custom,I'm in? Grad School,None,14,0.341
1200,What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",Facebook,23,0.187
1201,What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",Instagram,37,0.301
1202,What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",Snapchat,6,0.049
1203,What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",Twitter,6,0.049
1204,What social platform has influenced your online shopping most?,Custom,"have a job? Yes, full-time",None,51,0.415
1205,What social platform has influenced your online shopping most?,Custom,What's your GPA? 3.0 to 4.0,Facebook,347,0.222
1206,What social platform has influenced your online shopping most?,Custom,What's your GPA? 3.0 to 4.0,Instagram,502,0.321
1207,What social platform has influenced your online shopping most?,Custom,What's your GPA? 3.0 to 4.0,Snapchat,47,0.03
1208,What social platform has influenced your online shopping most?,Custom,What's your GPA? 3.0 to 4.0,Twitter,99,0.063
1209,What social platform has influenced your online shopping most?,Custom,What's your GPA? 3.0 to 4.0,None,571,0.365
1210,What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,Facebook,9,0.188
1211,What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,Instagram,15,0.313
1212,What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,Snapchat,1,0.021
1213,What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,Twitter,4,0.083
1214,What social platform has influenced your online shopping most?,Custom,What's your GPA? Below 1.0 😁,None,19,0.396
1215,What social platform has influenced your online shopping most?,Custom,closely identify as? Black,Facebook,13,0.138
1216,What social platform has influenced your online shopping most?,Custom,closely identify as? Black,Instagram,41,0.436
1217,What social platform has influenced your online shopping most?,Custom,closely identify as? Black,Snapchat,3,0.032
1218,What social platform has influenced your online shopping most?,Custom,closely identify as? Black,Twitter,8,0.085
1219,What social platform has influenced your online shopping most?,Custom,closely identify as? Black,None,29,0.309
1220,What social platform has influenced your online shopping most?,Custom,Mac or PC? Other 🐧,Facebook,8,0.154
1221,What social platform has influenced your online shopping most?,Custom,Mac or PC? Other 🐧,Instagram,11,0.212
1222,What social platform has influenced your online shopping most?,Custom,Mac or PC? Other 🐧,Snapchat,3,0.058
1223,What social platform has influenced your online shopping most?,Custom,Mac or PC? Other 🐧,Twitter,4,0.077
1224,What social platform has influenced your online shopping most?,Custom,Mac or PC? Other 🐧,None,26,0.5
1225,What social platform has influenced your online shopping most?,Custom,in Greek life? No!,Facebook,98,0.166
1226,What social platform has influenced your online shopping most?,Custom,in Greek life? No!,Instagram,164,0.277
1227,What social platform has influenced your online shopping most?,Custom,in Greek life? No!,Snapchat,16,0.027
1228,What social platform has influenced your online shopping most?,Custom,in Greek life? No!,Twitter,44,0.074
1229,What social platform has influenced your online shopping most?,Custom,in Greek life? No!,None,270,0.456
1230,What social platform has influenced your online shopping most?,Custom,Mac or PC? Mac 🖥,Facebook,313,0.215
1231,What social platform has influenced your online shopping most?,Custom,Mac or PC? Mac 🖥,Instagram,546,0.375
1232,What social platform has influenced your online shopping most?,Custom,Mac or PC? Mac 🖥,Snapchat,38,0.026
1233,What social platform has influenced your online shopping most?,Custom,Mac or PC? Mac 🖥,Twitter,93,0.064
1234,What social platform has influenced your online shopping most?,Custom,Mac or PC? Mac 🖥,None,467,0.321
1235,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,Facebook,20,0.222
1236,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,Instagram,33,0.367
1237,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,Snapchat,1,0.011
1238,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,Twitter,7,0.078
1239,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,None,29,0.322
1240,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,Facebook,267,0.247
1241,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,Instagram,368,0.34
1242,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,Snapchat,33,0.03
1243,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,Twitter,58,0.054
1244,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,None,356,0.329
1245,What social platform has influenced your online shopping most?,Custom,you vote for? Jill Stein,Facebook,5,0.192
1246,What social platform has influenced your online shopping most?,Custom,you vote for? Jill Stein,Instagram,5,0.192
1247,What social platform has influenced your online shopping most?,Custom,you vote for? Jill Stein,Snapchat,1,0.038
1248,What social platform has influenced your online shopping most?,Custom,you vote for? Jill Stein,Twitter,4,0.154
1249,What social platform has influenced your online shopping most?,Custom,you vote for? Jill Stein,None,11,0.423
1250,What social platform has influenced your online shopping most?,Custom,What's your GPA? 2.0 to 3.0,Facebook,76,0.176
1251,What social platform has influenced your online shopping most?,Custom,What's your GPA? 2.0 to 3.0,Instagram,157,0.363
1252,What social platform has influenced your online shopping most?,Custom,What's your GPA? 2.0 to 3.0,Snapchat,10,0.023
1253,What social platform has influenced your online shopping most?,Custom,What's your GPA? 2.0 to 3.0,Twitter,34,0.079
1254,What social platform has influenced your online shopping most?,Custom,What's your GPA? 2.0 to 3.0,None,156,0.36
1255,What social platform has influenced your online shopping most?,Custom,What's your GPA? 1.0 to 2.0,Facebook,1,0.03
1256,What social platform has influenced your online shopping most?,Custom,What's your GPA? 1.0 to 2.0,Instagram,18,0.545
1257,What social platform has influenced your online shopping most?,Custom,What's your GPA? 1.0 to 2.0,Snapchat,2,0.061
1258,What social platform has influenced your online shopping most?,Custom,What's your GPA? 1.0 to 2.0,Twitter,4,0.121
1259,What social platform has influenced your online shopping most?,Custom,What's your GPA? 1.0 to 2.0,None,8,0.242
1260,What social platform has influenced your online shopping most?,Custom,games a lot? No,Facebook,14,0.147
1261,What social platform has influenced your online shopping most?,Custom,games a lot? No,Instagram,27,0.284
1262,What social platform has influenced your online shopping most?,Custom,games a lot? No,Snapchat,3,0.032
1263,What social platform has influenced your online shopping most?,Custom,games a lot? No,Twitter,6,0.063
1264,What social platform has influenced your online shopping most?,Custom,games a lot? No,None,45,0.474
1265,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, mobile mostly",Facebook,1,0.077
1266,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, mobile mostly",Instagram,3,0.231
1267,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, mobile mostly",Snapchat,0,0.0
1268,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, mobile mostly",Twitter,0,0.0
1269,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, mobile mostly",None,9,0.692
1270,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",Facebook,7,0.085
1271,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",Instagram,18,0.22
1272,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",Snapchat,1,0.012
1273,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",Twitter,4,0.049
1274,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",None,52,0.634
1275,What social platform has influenced your online shopping most?,Custom,What's your major? Languages,Facebook,9,0.29
1276,What social platform has influenced your online shopping most?,Custom,What's your major? Languages,Instagram,12,0.387
1277,What social platform has influenced your online shopping most?,Custom,What's your major? Languages,Snapchat,1,0.032
1278,What social platform has influenced your online shopping most?,Custom,What's your major? Languages,Twitter,1,0.032
1279,What social platform has influenced your online shopping most?,Custom,What's your major? Languages,None,8,0.258
1280,What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,Facebook,3,0.136
1281,What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,Instagram,11,0.5
1282,What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,Snapchat,0,0.0
1283,What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,Twitter,1,0.045
1284,What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,None,7,0.318
1285,What social platform has influenced your online shopping most?,Custom,What's your major? History,Facebook,8,0.205
1286,What social platform has influenced your online shopping most?,Custom,What's your major? History,Instagram,12,0.308
1287,What social platform has influenced your online shopping most?,Custom,What's your major? History,Snapchat,2,0.051
1288,What social platform has influenced your online shopping most?,Custom,What's your major? History,Twitter,0,0.0
1289,What social platform has influenced your online shopping most?,Custom,What's your major? History,None,17,0.436
1290,What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",Facebook,98,0.205
1291,What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",Instagram,168,0.351
1292,What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",Snapchat,13,0.027
1293,What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",Twitter,25,0.052
1294,What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",None,174,0.364
1295,What social platform has influenced your online shopping most?,Custom,Mac or PC? PC 💻,Facebook,145,0.193
1296,What social platform has influenced your online shopping most?,Custom,Mac or PC? PC 💻,Instagram,205,0.273
1297,What social platform has influenced your online shopping most?,Custom,Mac or PC? PC 💻,Snapchat,25,0.033
1298,What social platform has influenced your online shopping most?,Custom,Mac or PC? PC 💻,Twitter,54,0.072
1299,What social platform has influenced your online shopping most?,Custom,Mac or PC? PC 💻,None,322,0.429
1300,What social platform has influenced your online shopping most?,Custom,What's your major? Other,Facebook,31,0.242
1301,What social platform has influenced your online shopping most?,Custom,What's your major? Other,Instagram,32,0.25
1302,What social platform has influenced your online shopping most?,Custom,What's your major? Other,Snapchat,3,0.023
1303,What social platform has influenced your online shopping most?,Custom,What's your major? Other,Twitter,7,0.055
1304,What social platform has influenced your online shopping most?,Custom,What's your major? Other,None,55,0.43
1305,What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),Facebook,18,0.175
1306,What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),Instagram,32,0.311
1307,What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),Snapchat,3,0.029
1308,What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),Twitter,8,0.078
1309,What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),None,42,0.408
1310,What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,Facebook,5,0.116
1311,What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,Instagram,16,0.372
1312,What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,Snapchat,1,0.023
1313,What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,Twitter,6,0.14
1314,What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,None,15,0.349
1315,What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,Facebook,4,0.174
1316,What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,Instagram,5,0.217
1317,What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,Snapchat,3,0.13
1318,What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,Twitter,5,0.217
1319,What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,None,6,0.261
1320,What social platform has influenced your online shopping most?,Custom,clubs / organizations? More than one major org,Facebook,14,0.304
1321,What social platform has influenced your online shopping most?,Custom,clubs / organizations? More than one major org,Instagram,9,0.196
1322,What social platform has influenced your online shopping most?,Custom,clubs / organizations? More than one major org,Snapchat,2,0.043
1323,What social platform has influenced your online shopping most?,Custom,clubs / organizations? More than one major org,Twitter,2,0.043
1324,What social platform has influenced your online shopping most?,Custom,clubs / organizations? More than one major org,None,19,0.413
1325,What social platform has influenced your online shopping most?,Custom,clubs / organizations? A major one,Facebook,49,0.257
1326,What social platform has influenced your online shopping most?,Custom,clubs / organizations? A major one,Instagram,65,0.34
1327,What social platform has influenced your online shopping most?,Custom,clubs / organizations? A major one,Snapchat,7,0.037
1328,What social platform has influenced your online shopping most?,Custom,clubs / organizations? A major one,Twitter,10,0.052
1329,What social platform has influenced your online shopping most?,Custom,clubs / organizations? A major one,None,60,0.314
1330,What social platform has influenced your online shopping most?,Custom,clubs / organizations? A minor one,Facebook,66,0.258
1331,What social platform has influenced your online shopping most?,Custom,clubs / organizations? A minor one,Instagram,81,0.316
1332,What social platform has influenced your online shopping most?,Custom,clubs / organizations? A minor one,Snapchat,6,0.023
1333,What social platform has influenced your online shopping most?,Custom,clubs / organizations? A minor one,Twitter,13,0.051
1334,What social platform has influenced your online shopping most?,Custom,clubs / organizations? A minor one,None,90,0.352
1335,What social platform has influenced your online shopping most?,Custom,clubs / organizations? No,Facebook,320,0.207
1336,What social platform has influenced your online shopping most?,Custom,clubs / organizations? No,Instagram,499,0.323
1337,What social platform has influenced your online shopping most?,Custom,clubs / organizations? No,Snapchat,45,0.029
